year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2015,1,17,0,12,12,11,34,400,44,-4,1033,-18.3,0,N,4.4
2015,1,18,0,104,125,44,98,1600,4,-2,1021,-13.5,0,NE,1.2
2015,1,18,1,236,283,79,124,4800,4,-1,1018,-12.9,0,NE,1.2
2015,1,18,9,148,161,62,102,3400,2,-2,1015,-12.7,0,S,0.7
2015,1,18,16,14,143,5,16,300,92,3,1016,-15.7,0,NW,5.7
2015,1,18,19,14,230,2,17,300,78,3,1019,-15.2,0,NW,9.8
2015,1,18,20,13,229,2,17,300,76,2,1015,-16.5,0,NW,5.9
2015,1,18,21,12,74,2,19,300,75,2,1018,-16,0,NW,2.5
2015,1,19,0,12,49,3,25,300,61,2,1022,-15.1,0,NW,4.4
2015,1,19,8,42,65,26,86,1700,4,-7,1024,-15.7,0,E,1
2015,1,20,4,89,113,40,81,2300,2,-5,1021,-9.1,0,NE,0.9
2015,1,21,17,15,15,11,26,400,77,3,1024,-17.8,0,NW,3.2
2015,1,22,0,32,36,24,78,900,4,-6,1025,-15.8,0,W,0.8
2015,1,23,11,201,221,80,110,3000,8,0,1013,-11.1,0,SE,1.1
2015,1,24,12,112,127,47,67,2000,25,3,1022,-9,0,SE,1.9
2015,1,25,18,180,180,22,87,1800,9,2,1016,-3.9,0,SW,1.6
2015,1,25,19,190,190,22,87,2000,2,1,1020,-3.7,0,SW,1.7
2015,1,27,0,13,35,6,25,300,57,-5,1033,-24,0,N,2.3
2015,1,27,19,30,54,15,69,800,15,-6,1029,-22,0,NW,0.5
2015,1,28,10,10,28,16,42,500,44,-2,1035,-19.9,0,NE,1.7
2015,1,29,4,101,113,26,45,1200,27,-4,1023,-7.1,0,SW,1.7
2015,1,30,7,10,28,24,28,400,55,-5,1032,-22.5,0,N,3
2015,1,30,11,13,27,20,21,500,68,-1,1034,-21.2,0,NW,4.4
2015,1,30,23,14,28,9,42,400,42,-4,1032,-22.6,0,E,1.5
2015,1,31,5,18,19,15,38,500,40,-5.3,1035.2,-22.8,0,NE,2.6
2015,1,31,9,13,27,22,52,700,29,-5,1036,-23.5,0,N,1.7
2015,2,4,15,11,54,11,23,400,81,5,1023,-17.4,0,NW,5.2
2015,2,4,16,8,70,10,23,300,81,6,1025,-15.9,0,NW,4.8
2015,2,5,19,51,77,20,59,700,63,4,1025,-15.3,0,W,3.4
2015,2,7,23,8,65,3,11,300,84,-5,1030,-27,0,N,4.3
2015,2,8,6,13,13,8,37,600,46,-8,1035,-27.1,0,NE,1.5
2015,2,8,13,8,8,12,14,400,83,0,1029,-27.1,0,SW,1.5
2015,2,12,16,33,40,18,46,700,85,6,1012,-14.2,0,SW,2.5
2015,2,13,19,195,195,40,104,2000,62,3,1010,-11,0,SE,1.1
2015,2,14,7,219,219,55,111,3100,14,-5,1006,-11.2,0,E,1.2
2015,2,15,9,314,314,100,124,5900,16,1,1016,-7.3,0,NE,1.1
2015,2,16,4,250,250,90,85,3500,16,0,1015,-7.5,0,W,1.1
2015,2,16,8,246,246,57,98,5700,17,-2,1014,-6.6,0,NE,0.8
2015,2,16,21,18,42,5,28,400,56,6,1016,-14.2,0,NE,1.3
2015,2,18,16,21,21,7,22,400,86,10,1023,-15.5,0,S,0.7
2015,2,18,23,127,136,48,37,900,52,3,1029,-12.9,0,SW,3.9
2015,2,21,23,27,511,2,7,200,70,-1,1016,-23,0,NW,7.3
2015,2,22,9,35,212,3,16,300,57,-4,1022,-23.7,0,NW,7
2015,2,23,11,33,63,27,31,700,40,1.9,1018.8,-17.1,0,W,1.5
2015,2,23,17,55,118,14,34,800,71,4,1015,-14.3,0,SW,1.7
2015,2,24,1,205,240,44,88,2200,7,-3,1013,-8.9,0,NE,2.1
2015,2,27,9,16,20,14,39,700,39,-1,1030,-16.8,0,S,0.4
2015,2,27,18,44,56,22,39,900,42,2,1027,-9.3,0,S,2.3
2015,3,1,8,59,96,16,74,1300,6,-0.1,1018.6,-10.6,0,W,1.2
2015,3,1,16,19,24,7,23,400,84,11.5,1012.4,-17,0,SW,5
2015,3,2,8,141,150,42,85,3800,11,0,1008.6,-8.5,0,E,1.3
2015,3,2,22,6,18,4,20,300,64,7.9,1010.5,-16.4,0,N,3.5
2015,3,3,13,9,20,2,8,300,71,1.9,1020.7,-26.6,0,N,4.6
2015,3,6,13,220,221,77,97,2300,34,7.2,1013.9,-10.1,0,SW,1.8
2015,3,6,15,210,216,67,72,1700,79,8.8,1011.9,-10.7,0,S,2.7
2015,3,7,0,322,322,73,123,3300,15,0,1012.7,-6.6,0,NW,1
2015,3,7,10,248,250,62,115,3100,22,6.1,1016.6,-5,0,E,0.9
2015,3,8,9,245,245,64,110,3600,13,3.4,1017,-2.4,0,E,1.1
2015,3,8,11,244,244,60,77,2000,40,8.4,1017.8,-5.8,0,NE,3.1
2015,3,8,12,178,178,34,46,1300,65,9.6,1017.9,-7.6,0,NE,2.7
2015,3,9,3,12,27,2,10,200,71,-0.1,1029.2,-26.2,0,N,5.1
2015,3,9,19,6,10,2,25,300,60,2.1,1031.6,-31.9,0,N,3.1
2015,3,9,20,3,13,5,31,400,52,1.4,1032.2,-30.8,0,N,1.9
2015,3,11,3,112,124,43,109,3200,9,-3.2,1019.9,-15.5,0,SE,0.4
2015,3,11,9,34,34,18,56,900,30,3.5,1022.7,-20.8,0,E,3.1
2015,3,11,13,9,11,9,24,400,74,8,1019.2,-21.9,0,E,3.3
2015,3,12,16,50,50,15,48,700,67,11.7,1009.3,-19,0,SE,1.9
2015,3,12,21,93,101,30,115,1900,12,6.1,1012.8,-12,0,W,1
2015,3,13,21,36,45,12,106,800,14,4.6,1019.2,-15.3,0,SE,1.2
2015,3,14,16,114,114,60,75,1400,60,10.7,1011.3,-8.1,0,SW,2.2
2015,3,15,4,138,138,38,119,2500,7,0.8,1013.6,-5.2,0,E,2
2015,3,15,22,120,260,35,92,1100,50,12.8,1010.7,-8.4,0,S,1.8
2015,3,17,8,306,306,9,79,2200,7,7,1016.8,4.1,0,SE,1.3
2015,3,18,9,30,30,23,88,1100,23,8.4,1014,-9.6,0,S,1.6
2015,3,18,17,52,87,11,44,600,102,12.8,1008,-9,0,SW,2.3
2015,3,20,11,32,169,2,23,300,80,16.9,1015.7,-16.3,0,NW,3.1
2015,3,21,0,62,171,8,110,1000,6,12,1011.1,-11.6,0,NW,1.6
2015,3,21,10,14,65,11,19,300,71,14.2,1016.4,-19.7,0,N,3.1
2015,3,21,13,18,120,3,14,200,87,16.9,1014.9,-21,0,NW,5.2
2015,3,21,21,15,45,4,86,600,16,13.5,1015.3,-18.9,0,NW,1
2015,3,22,13,8,16,2,15,200,91,11.8,1024.9,-21.5,0,SE,1.7
2015,3,23,4,51,127,9,68,1000,6,1.3,1025.8,-7,0,NE,1.3
2015,3,23,13,10,16,2,38,400,72,16.6,1024.2,-17.9,0,SW,2.7
2015,3,24,13,72,90,31,53,1400,80,13.3,1027.6,-10.6,0,SW,1.2
2015,3,24,22,138,157,36,107,1800,51,10.7,1026.2,-3.8,0,SE,2.1
2015,3,25,6,121,121,37,96,2400,5,1.2,1026.8,-2.7,0,NE,0.2
2015,3,29,5,69,90,10,100,1400,5,7.6,1012.9,-0.1,0,NE,0.7
2015,3,31,6,160,160,18,45,2300,52,13,1006.1,9.4,0.1,E,1.3
2015,3,31,11,169,169,19,78,3800,17,10.8,1011.6,9.4,0.6,E,1.6
2015,4,1,9,100,112,13,78,1100,14,10.4,1020,2,0,SW,0.8
2015,4,1,19,34,41,4,48,700,61,10.4,1011.5,0.7,0,SE,0.9
2015,4,3,17,46,46,4,30,800,129,14.8,1007.9,0.6,0,S,2.4
2015,4,6,11,15,22,2,10,200,77,7.3,1028.8,-12.5,0,NW,2.4
2015,4,8,7,91,133,7,97,1000,4,4.2,1022.4,-3.1,0,E,0.8
2015,4,13,5,13,13,2,10,300,94,6.2,1025,-2.9,0,N,3.1
2015,4,14,6,78,112,2,105,1300,3,4.5,1007.6,3.2,0,SE,0.5
2015,4,16,9,7,36,2,12,300,77,14,1010.4,-14.1,0,NW,6.8
2015,4,16,12,6,42,2,15,300,88,17.1,1009.5,-13.7,0,NW,5.6
2015,4,17,10,72,201,14,95,1000,16,17.3,1006.1,-0.9,0,NW,0.9
2015,4,17,22,112,227,42,94,1300,60,18.5,1005.2,5.3,0,SE,1
2015,4,19,14,39,83,2,15,300,107,20.4,1010.4,-11.1,0,NE,2.8
2015,4,19,21,96,147,14,55,1000,51,14.4,1011.5,6.7,0,SW,3
2015,4,21,19,26,99,2,21,200,97,22.6,1007,-6.3,0,N,3.7
2015,4,22,11,54,78,6,34,500,92,23.1,1014.4,-2.5,0,SW,4.5
2015,4,22,21,41,98,16,45,400,103,21.9,1010,2,0,SW,5.3
2015,4,24,17,42,239,6,33,500,139,25.5,1012.1,-0.6,0,SW,4.3
2015,4,25,15,111,141,8,32,500,185,31.9,1007.3,1.1,0,SW,3
2015,4,25,18,50,140,19,32,600,177,29.9,1005.9,3,0,SW,5.3
2015,4,28,14,44,51,8,28,600,124,23.4,1008,10.4,0,W,1.3
2015,4,28,19,36,58,6,33,600,156,23,1007.6,10.1,0,SE,0.6
2015,4,29,14,111,111,14,28,1200,204,25.8,1007.4,13.6,0,S,2.9
2015,4,30,16,73,96,9,24,700,226,29.3,1004.2,11.4,0,S,2.9
2015,5,1,14,80,83,4,20,600,78,19,1005.2,10.3,0,NW,5.4
2015,5,2,22,52,52,2,40,600,105,21,1005.4,11.9,0,SW,2.4
2015,5,3,21,6,39,2,29,300,83,17.9,1012.1,-9.1,0,NE,1.7
2015,5,3,22,14,54,2,40,400,63,17.7,1012.9,-7.7,0,N,2.5
2015,5,5,23,10,39,2,41,300,65,20.2,1004.4,-7.3,0,NE,2.1
2015,5,8,2,18,49,2,57,400,38,14.4,1006.2,2.3,0,NE,0.8
2015,5,8,12,80,127,22,38,1200,102,20.8,1004.5,6.7,0,E,4.4
2015,5,8,14,44,83,12,20,800,125,22.3,1003.2,5.2,0,E,4.6
2015,5,9,11,33,71,15,43,3100,40,14.1,1014.3,3.5,0,SE,0.7
2015,5,10,3,33,39,11,44,2800,38,12.1,1012.2,4.3,0,E,1
2015,5,10,4,32,55,11,44,2900,25,12.2,1012.1,3.7,0,E,0.9
2015,5,12,4,14,19,2,26,300,75,12.8,992.5,4,0,N,0.9
2015,5,13,15,136,209,12,105,900,201,30,987.8,10,0,SE,1.9
2015,5,13,20,143,243,7,139,1300,128,24,991.7,14.1,0,W,0.7
2015,5,14,16,24,40,2,26,400,121,25.4,1002.2,1.5,0,W,1.9
2015,5,15,0,31,56,2,39,400,65,20.9,1007.9,2.7,0,NE,1.7
2015,5,16,18,48,48,11,23,600,174,27.4,1000.6,3.1,0,SW,4.8
2015,5,17,7,124,173,10,40,1000,66,19.9,996.9,14.9,0,S,1.4
2015,5,17,10,114,186,24,30,900,103,23.2,995.4,15.3,0,SE,1.8
2015,5,21,13,36,70,11,26,600,148,27.8,1007.2,3.5,0,SW,4.9
2015,5,22,0,35,74,17,32,800,105,20.6,1006.2,6.5,0,SW,4.3
2015,5,22,1,31,67,14,31,800,96,20,1006.5,7,0,SW,2.8
2015,5,24,4,120,165,14,94,1500,21,18.7,1003,14.2,0,E,1.1
2015,5,24,20,73,136,19,51,1000,203,28.7,1000.8,11.3,0,SW,2.1
2015,5,24,21,82,151,23,59,1300,169,28.1,1001.3,12,0,SW,1.9
2015,5,25,0,76,123,20,35,900,170,27.3,1000.5,10.1,0,SW,4.2
2015,5,25,1,68,116,19,29,800,172,26.2,1000.5,11.5,0,SW,2.8
2015,5,26,8,99,159,31,68,1100,67,25.2,1003.3,14.9,0,W,1.7
2015,5,27,1,75,127,10,24,700,163,25.4,1001.2,14.2,0,SW,3.8
2015,5,28,1,119,148,32,38,1600,147,24.6,1000,15,0,S,2
2015,5,28,20,77,110,28,41,900,173,27.2,999.9,13.5,0,SW,3.1
2015,5,30,20,68,125,10,37,800,161,26.2,1000.6,15.3,0,S,2.1
2015,5,31,15,48,93,16,22,600,216,32.2,993.7,11.9,0,SW,4.7
2015,6,2,17,23,31,2,16,200,104,32.5,1002.8,-6,0,NW,3.1
2015,6,3,1,38,134,10,30,500,85,20.9,1010,11.5,0,SE,1.8
2015,6,3,2,36,105,9,33,500,74,19.4,1010.3,11.4,0,E,1.1
2015,6,3,13,29,29,2,20,400,119,30.9,1007.9,-1.8,0,E,2.1
2015,6,4,23,53,53,7,43,8000,70,19.4,996.5,13.6,0,W,1.5
2015,6,5,11,59,59,5,42,7000,90,25.6,994.7,12.1,0,E,2.4
2015,6,7,2,18,32,2,58,7000,13,16.3,1003.1,14.7,0.1,NE,1
2015,6,8,11,9,9,6,14,300,95,27.2,1001,4.9,0,NW,4.8
2015,6,9,0,47,93,3,133,1400,3,20.2,998.9,14.1,0,NE,0.1
2015,6,11,18,10,13,2,25,300,86,26.2,992.7,7.2,0,N,3.1
2015,6,11,20,11,11,2,33,400,77,23,993.1,9.4,0,E,0.9
2015,6,12,10,5,17,2,17,300,87,25.8,994.3,7.4,0,NW,5.2
2015,6,12,22,9,15,5,34,500,85,24.9,994.9,11.1,0,NW,3
2015,6,13,4,7,13,3,30,400,63,21.3,997.2,13.7,0,NE,1.9
2015,6,13,16,17,25,4,16,500,140,27.9,1000.2,13.4,0,SE,2.4
2015,6,13,23,26,45,2,43,800,44,19.6,1004.8,17.2,0,NE,0.7
2015,6,14,10,17,28,5,31,600,82,26.5,1005.3,14.6,0,NW,1.5
2015,6,15,14,99,125,32,30,1500,265,30.5,1001.3,15.4,0,S,3.2
2015,6,16,3,132,189,16,95,1300,50,22.2,999.9,16,0,E,1
2015,6,17,15,27,54,3,17,600,222,26.6,997.3,16.5,0,NE,6.4
2015,6,19,13,31,44,7,25,800,92,21.7,1006.4,15.5,0,E,3.5
2015,6,19,16,24,39,3,27,900,58,20.5,1007.2,15.1,0.2,NE,1.2
2015,6,19,19,21,28,6,29,900,89,22.4,1007.4,14.3,0,E,0.9
2015,6,19,22,37,58,4,75,1200,24,18.5,1008.2,16.5,0,SW,0.1
2015,6,21,0,39,66,4,58,700,119,26.7,1005.6,12.4,0,SW,2
2015,6,21,7,58,108,8,83,1100,33,22.9,1005.8,16.9,0,E,0.8
2015,6,23,19,92,125,8,36,900,212,30.2,1001.5,16.2,0,S,2.4
2015,6,23,23,119,160,12,38,1000,150,28.1,1002.1,17.9,0,SW,2.3
2015,6,25,14,134,134,13,51,1000,117,27.3,996.4,17.5,0,S,2.1
2015,6,26,10,84,84,2,24,900,131,23.8,997.3,19.9,0,N,1.2
2015,6,27,6,37,37,2,34,600,39,21.5,999.8,18.7,0,NE,1.2
2015,6,27,12,110,113,11,35,1100,95,26.6,1001.7,20.4,0,NW,0.9
2015,6,28,7,143,143,5,33,1000,52,24.1,1004,21,0,E,1.8
2015,6,28,12,197,197,16,29,1800,166,28.7,1002.5,22,0,E,1.9
2015,6,28,20,155,155,16,40,1400,198,28.5,999.9,21.5,0,SE,1.9
2015,6,30,13,18,18,2,24,400,75,24.1,999.2,13.6,0,W,3.4
2015,6,30,23,26,52,2,50,500,60,22.3,993.3,14.7,0,SW,1.6
2015,7,1,19,26,26,2,48,500,32,25.5,995.6,16.4,0,NW,1.9
2015,7,2,22,14,41,2,75,400,18,22.2,999.9,11.9,0,NE,0.2
2015,7,3,8,46,106,47,64,2900,20,24.7,1005.6,10.2,0,E,2.1
2015,7,4,13,24,31,6,24,400,96,25.7,1005.4,9.5,0,SW,2.6
2015,7,4,17,37,37,7,38,800,112,23.3,1004.4,12.3,0.2,SW,1.6
2015,7,5,14,66,72,29,25,1400,214,28.3,1004.9,12.2,0,E,2.7
2015,7,6,4,70,70,5,52,700,58,19.2,1007.2,17.2,0,E,1.2
2015,7,6,7,109,109,15,70,1800,13,21.8,1007.5,18,0,E,1.6
2015,7,10,7,53,82,9,44,700,26,23.4,1008.8,19.5,0,E,1.7
2015,7,10,12,24,40,9,17,600,156,29.6,1007.4,17.8,0,SE,2.6
2015,7,11,22,43,78,6,60,800,117,27.6,1000.7,18.9,0,SE,0.9
2015,7,13,0,40,86,3,52,900,107,26.2,992.9,20.5,0,NE,0
2015,7,13,10,3,45,4,32,600,151,33.8,995.1,14.3,0,NE,2.1
2015,7,17,7,13,27,2,31,600,31,21.7,1004.4,18.9,0.2,NW,1.1
2015,7,17,9,17,24,2,42,800,28,21.3,1004.2,19,0.3,NE,1.8
2015,7,17,19,44,53,4,36,1000,104,25.1,1001.5,20.4,0,NE,0.8
2015,7,18,10,31,31,2,36,800,64,23.1,1003.3,20.1,0,NE,1.7
2015,7,19,8,61,61,2,58,1000,8,22,1004.5,21.3,0,NE,0.8
2015,7,20,11,79,79,2,44,1200,35,25.2,1004.5,22.1,0,NE,1.7
2015,7,21,0,134,134,2,40,1300,73,24.3,1002.7,22.7,0.2,SE,0.9
2015,7,21,3,97,97,2,57,1300,13,23.1,1002.1,22.3,0,E,1.2
2015,7,21,9,132,132,2,49,1300,19,24.3,1002.4,22.6,0,SE,0.9
2015,7,21,16,160,160,2,24,1100,173,29.6,998.8,22.6,0,S,2.6
2015,7,22,5,54,54,2,48,900,26,21.3,1000,20.5,0,SE,0.7
2015,7,22,7,70,77,2,76,1200,4,22.8,1001,21.3,0,E,1.1
2015,7,22,13,77,77,4,46,900,142,29,999.5,20.4,0,E,1.7
2015,7,22,18,46,60,2,25,800,190,29.4,998.3,20.5,0,S,1.8
2015,7,23,5,29,29,2,67,800,4,21.5,1000.9,21.2,0,E,0.9
2015,7,24,11,103,129,2,57,1300,79,27.2,998.2,22.4,0,E,1
2015,7,25,1,68,102,2,83,1800,27,24.5,997.5,20.4,0,SE,2.4
2015,7,27,5,20,40,2,25,700,117,24.6,1000.8,20.9,0,SE,1.4
2015,7,27,13,69,102,3,32,1000,230,31.7,1000,22.7,0,SE,2.2
2015,7,28,10,49,49,2,68,1100,41,24.6,1000.9,23,0,NE,1.3
2015,7,28,11,31,31,2,44,1000,68,25.6,1000.4,22.9,0,E,0.7
2015,7,29,9,90,101,2,61,1000,59,28.5,998.1,23.9,0,E,1
2015,7,30,17,75,75,2,42,1500,101,23.1,1000.4,22.3,4.7,E,3.6
2015,7,31,4,12,13,2,25,600,68,21.6,1003.6,20.8,5.2,NW,1.5
2015,8,2,3,52,52,2,29,1000,50,23.4,999,22.9,0.1,E,1.3
2015,8,2,5,36,36,2,28,900,35,23,999.8,22.7,0.4,E,0.5
2015,8,3,23,3,5,2,26,400,69,23.9,997.7,13.4,0,NW,2.8
2015,8,4,11,12,45,6,40,600,74,29.4,997.9,15.1,0,S,1
2015,8,5,17,51,64,4,12,1000,203,31.7,996.9,20.6,0,S,2.3
2015,8,8,8,28,37,2,44,700,38,22.6,1009.9,19.2,0,NE,1.1
2015,8,9,2,99,113,2,34,1000,81,23.7,1007.5,21.8,0,NE,1.2
2015,8,9,12,29,56,5,18,700,175,31.4,1007.1,19.4,0,SW,1.4
2015,8,10,0,65,105,2,40,1100,95,25.8,1005.8,23.5,0,E,1.1
2015,8,10,7,32,44,2,38,600,60,25.1,1006.7,20.6,0,NE,1.6
2015,8,10,13,22,47,2,18,500,213,33,1005.1,20.2,0,NE,1.7
2015,8,12,18,61,130,6,28,900,226,33.9,999.4,19.6,0,SW,3.9
2015,8,13,2,115,152,8,42,1200,91,26.5,1001,21.5,0,SE,1.3
2015,8,13,16,92,118,10,18,1100,284,34.5,997.3,20.8,0,SW,2.7
2015,8,13,22,90,137,14,29,1100,160,30.4,997.7,20.3,0,SW,3.4
2015,8,15,0,49,129,5,78,900,83,23.9,1000.3,19.4,0,SW,0.1
2015,8,15,5,24,50,2,51,600,26,23.2,1000.9,16.3,0,N,1.8
2015,8,20,17,19,42,2,21,500,171,32.8,1000.7,13.4,0,SW,2.6
2015,8,20,21,47,102,3,35,800,139,27.5,1002.4,19,0,SW,0.6
2015,8,23,16,8,12,2,9,500,116,23.3,1005.9,16.6,0,E,1.5
2015,8,24,2,14,14,2,24,500,43,21.8,1007.3,17.8,0,N,1.6
2015,8,25,0,28,39,3,64,700,23,22.5,1007,18.7,0,NE,0
2015,8,25,5,8,8,2,20,400,40,22.3,1006.6,16.6,0,NE,0.9
2015,8,26,4,8,17,2,36,500,33,22.3,1005.6,17.2,0,NE,1.4
2015,8,26,12,6,12,2,7,400,119,29,1005.6,15.9,0,NE,1.9
2015,8,27,1,13,23,2,41,600,41,22.8,1005.3,17.7,0,NE,1.3
2015,8,28,10,3,19,2,24,400,67,27.4,1004.8,16.7,0,N,1.3
2015,8,28,14,7,7,2,13,400,158,32.2,1001.7,13.4,0,NW,2.3
2015,8,28,17,5,9,2,9,300,138,32.5,1000.7,11.6,0,NE,1.6
2015,8,29,16,30,72,2,16,600,209,29.3,1003.6,16.8,0,SW,3.1
2015,8,30,9,38,56,4,26,1300,54,21.8,1008.3,18.4,0,E,1.7
2015,8,30,16,19,21,2,21,1000,105,21.8,1007.3,17.2,0,S,1.5
2015,9,1,5,4,5,2,8,400,54,18.5,1008.1,17.7,0.3,N,2.2
2015,9,1,7,3,5,2,14,500,50,18.8,1008.4,17.5,0.6,NW,1.6
2015,9,1,8,5,7,2,32,500,35,19.3,1008.7,17.3,0.2,NW,1.6
2015,9,1,22,14,18,2,53,700,14,20.5,1009,18.8,0,NE,0.7
2015,9,2,5,6,6,2,12,300,35,20.5,1009.5,16.5,0,N,1.1
2015,9,3,16,12,22,2,10,400,160,31.1,1008.4,15.9,0,SE,1.8
2015,9,6,0,16,16,2,39,600,57,18.9,1008.4,14.4,0,NW,2
2015,9,8,4,49,77,2,99,1200,11,17.1,1010.1,16,0,SW,0.1
2015,9,8,22,65,97,9,67,1100,126,21.3,1012.6,16.9,0,NE,0.3
2015,9,9,17,8,15,2,19,400,67,22.5,1015.8,14.9,0,NE,2.6
2015,9,10,4,3,6,2,37,300,26,19,1018.2,12.3,0,NE,0.5
2015,9,11,23,6,6,2,72,700,5,16,1011.7,10.3,0,NW,1.4
2015,9,13,6,22,61,2,67,800,2,12.4,1013,11.1,0,NE,0.3
2015,9,14,5,62,113,8,86,900,2,15.6,1013.2,13.8,0,NE,1.3
2015,9,14,6,55,103,3,78,1000,2,14.8,1013.9,13.5,0,E,0.8
2015,9,15,1,83,123,15,70,1000,56,16.1,1016.4,13.6,0,E,1
2015,9,17,2,153,153,6,128,1600,2,18.1,1013.5,15.9,0,NE,1.5
2015,9,17,3,157,171,5,125,1800,2,17.5,1013.4,15.8,0,NE,1.3
2015,9,22,22,45,45,2,36,900,49,18,1006.1,16.2,0,NE,1.1
2015,9,23,7,14,14,2,28,500,38,16,1006.2,13.7,0,N,1.3
2015,9,24,6,63,75,2,71,900,2,18.5,1006.2,15.9,0,NE,1.1
2015,9,26,19,49,86,13,52,800,128,23.4,1008,10.1,0,S,1.2
2015,9,27,4,79,122,2,106,1100,2,15.5,1009.5,12.8,0,NE,1
2015,9,27,22,57,95,2,130,1300,9,20.7,1012.2,15,0,N,0.8
2015,9,28,16,54,54,10,54,1900,40,17.9,1020.2,13.4,0,W,1
2015,9,28,17,45,45,7,58,1500,43,17.8,1020.6,14.7,0,E,0.8
2015,9,29,0,91,94,4,81,2300,2,15.5,1023.1,14,0,NE,0.9
2015,9,30,2,24,24,2,56,600,3,13.7,1021.5,12.4,0.5,NE,1.2
2015,9,30,12,30,30,5,32,600,65,19.7,1015.9,11.7,0,SW,2.3
2015,9,30,13,28,28,5,30,600,72,19.3,1014.5,12.3,0,SW,2.1
2015,10,2,15,21,51,4,19,300,130,26.1,1004.3,5.1,0,SW,3.5
2015,10,3,13,33,69,6,32,600,83,23.6,1016.3,6.8,0,S,2.3
2015,10,4,3,62,119,2,86,1200,2,12.7,1019.1,11.4,0,NE,0.6
2015,10,5,2,180,183,4,126,1800,2,13.7,1016.8,12.9,0,E,0.9
2015,10,5,11,212,213,19,56,1700,92,20.1,1015.6,14,0,E,0.9
2015,10,6,10,265,265,6,49,1600,109,19.7,1014.4,14.7,0,E,1.1
2015,10,12,9,12,40,9,61,600,14,18.9,1019,0.5,0,SW,0.9
2015,10,14,15,83,86,16,62,900,96,20.9,1011.9,6.8,0,E,1.1
2015,10,14,17,108,127,21,95,1500,66,20.5,1011.9,9.1,0,SE,0.8
2015,10,15,15,105,113,18,79,1100,143,25.2,1011.2,7.8,0,SW,2.1
2015,10,15,19,125,126,14,129,1500,80,16.9,1012.1,10.7,0,SE,0.4
2015,10,15,20,145,151,15,173,1800,33,15.4,1012.6,11,0,E,0.7
2015,10,16,15,294,294,33,117,2000,208,23.9,1011.9,11.6,0,S,1.6
2015,10,17,23,350,350,12,178,3200,5,12.8,1015.9,11.7,0,N,0.7
2015,10,19,5,31,52,6,61,600,6,11.6,1014.6,5.5,0,E,1.1
2015,10,19,8,38,92,8,63,900,2,12.3,1014.3,5.9,0,SE,0.8
2015,10,20,1,147,197,15,106,2000,4,10.2,1011.9,9.1,0,E,1.3
2015,10,20,5,92,103,6,78,1200,2,10,1013.1,8.8,0,S,0.6
2015,10,21,21,74,88,9,59,1500,4,10.7,1022.3,9.1,0,SE,0.8
2015,10,22,16,15,15,2,35,400,31,11,1018.7,5.9,0,E,0.9
2015,10,23,0,28,35,3,69,800,2,9.2,1017.1,7.3,0,NW,0
2015,10,23,11,57,57,5,65,900,23,15.3,1014.8,8.5,0,NW,1.3
2015,10,23,16,48,48,3,50,700,56,18.5,1011.4,9.8,0,SW,2.5
2015,10,25,9,30,31,13,47,700,16,10.7,1026.2,-2.7,0,SE,1.2
2015,10,25,11,31,49,15,45,800,22,12.2,1024.9,-3.6,0,S,1.4
2015,10,25,18,34,73,9,70,700,7,12,1020.4,-0.9,0,E,1
2015,10,27,1,5,23,2,20,100,48,11.2,1013.8,-9.2,0,NW,2
2015,10,27,2,3,23,4,20,100,45,10,1014,-7.7,0,W,1.9
2015,10,27,10,14,56,4,56,700,7,11.7,1012.6,-4.1,0,NE,1.1
2015,10,31,8,29,41,6,56,800,4,6,1029.3,-1.6,0,E,0.7
2015,10,31,12,14,21,6,45,500,35,12.7,1027.4,-6.3,0,W,1.6
2015,10,31,15,26,47,6,52,400,57,14.9,1024.9,-5.5,0,SW,2.4
2015,10,31,20,57,73,10,107,900,7,6.7,1024.5,-1,0,SW,0.2
2015,11,1,13,38,41,12,63,800,32,16.8,1018.3,-3.4,0,W,2.6
2015,11,1,20,105,125,14,111,1100,9,13.3,1017,0.3,0,W,2.6
2015,11,2,2,143,175,14,109,2200,7,3.4,1017.4,1.9,0,E,0.6
2015,11,3,6,191,223,25,108,3300,8,3,1018.8,2.4,0,NE,0.7
2015,11,3,17,105,105,17,53,800,97,16.2,1017.2,4.2,0,SW,1.7
2015,11,3,19,141,141,18,100,1200,47,10.2,1018.2,6,0,SE,0.2
2015,11,4,10,217,242,18,120,2700,6,10.1,1020.1,5.1,0,E,1
2015,11,4,17,238,238,25,122,1600,35,13.2,1018.2,4.9,0,N,0.9
2015,11,5,20,26,26,3,29,400,26,3.5,1028.7,-0.3,0,NE,3.5
2015,11,6,10,16,16,2,24,300,42,0.2,1028,-0.5,0.8,NE,2.2
2015,11,6,22,10,10,3,17,400,51,1.4,1025.7,-1,0.1,NE,2.8
2015,11,7,0,7,7,3,18,400,50,1.2,1025.5,-1.7,0,NE,2.5
2015,11,8,10,52,52,6,41,600,37,2.8,1022.5,-1.6,0,N,1.6
2015,11,8,19,102,102,4,92,1300,2,4.8,1021.2,1.6,0,W,1.8
2015,11,10,5,138,138,4,64,1400,5,5.1,1024.9,2.6,0,E,0.6
2015,11,11,3,165,165,14,60,2400,4,5.6,1025.9,4.9,0,NE,0.8
